instancia,otimo,pop_inicial,k,porcentagem,media_bins,melhor_bins,pior_bins,media_tempo_s,validos,invalidos
u1000_00.txt,399,16,3,20,403,403,403,23.4949,10,0
u1000_00.txt,399,16,3,35,403,403,403,26.232,10,0
u1000_00.txt,399,16,3,50,404.6,404,405,28.6173,10,0
u1000_00.txt,399,16,3,70,406.3,406,407,34.3226,10,0
u1000_00.txt,399,16,3,90,406.3,406,407,38.6867,10,0
u1000_00.txt,399,16,5,20,403,403,403,22.2465,10,0
u1000_00.txt,399,16,5,35,403,403,403,24.3867,10,0
u1000_00.txt,399,16,5,50,404.4,404,405,28.5706,10,0
u1000_00.txt,399,16,5,70,406.2,406,407,35.5693,10,0
u1000_00.txt,399,16,5,90,406.5,406,407,34.8503,10,0
u1000_00.txt,399,30,3,20,403,403,403,41.9148,10,0
u1000_00.txt,399,30,3,35,403,403,403,46.0471,10,0
u1000_00.txt,399,30,3,50,404.4,404,405,61.2495,10,0
u1000_00.txt,399,30,3,70,406,406,406,63.5639,10,0
u1000_00.txt,399,30,3,90,406,406,406,69.0861,10,0
u1000_00.txt,399,30,5,20,403,403,403,41.6597,10,0
u1000_00.txt,399,30,5,35,403,403,403,45.8911,10,0
u1000_00.txt,399,30,5,50,404.2,404,405,57.7445,10,0
u1000_00.txt,399,30,5,70,406,406,406,61.0528,10,0
u1000_00.txt,399,30,5,90,406,406,406,73.8485,10,0
u1000_00.txt,399,60,3,20,403,403,403,83.7128,10,0
u1000_00.txt,399,60,3,35,403,403,403,92.263,10,0
u1000_00.txt,399,60,3,50,404,404,404,110.346,10,0
u1000_00.txt,399,60,3,70,406,406,406,124.781,10,0
u1000_00.txt,399,60,3,90,405.7,405,406,146.281,10,0
u1000_00.txt,399,60,5,20,403,403,403,83.6611,10,0
u1000_00.txt,399,60,5,35,403,403,403,92.0093,10,0
u1000_00.txt,399,60,5,50,404,404,404,105.356,10,0
u1000_00.txt,399,60,5,70,405.9,405,406,128.068,10,0
u1000_00.txt,399,60,5,90,405.8,405,406,137.588,10,0
u1000_00.txt,399,100,3,20,403,403,403,139.351,10,0
u1000_00.txt,399,100,3,35,403,403,403,153.728,10,0
u1000_00.txt,399,100,3,50,404,404,404,180.009,10,0
u1000_00.txt,399,100,3,70,405.7,405,406,240.329,10,0
u1000_00.txt,399,100,3,90,405.4,405,406,250.433,10,0
u1000_00.txt,399,100,5,20,403,403,403,139.67,10,0
u1000_00.txt,399,100,5,35,403,403,403,153.723,10,0
u1000_00.txt,399,100,5,50,404,404,404,177.743,10,0
u1000_00.txt,399,100,5,70,405.9,405,406,207.251,10,0
u1000_00.txt,399,100,5,90,405.5,405,406,255.822,10,0
