instancia,otimo,pop_inicial,k,porcentagem,media_bins,melhor_bins,pior_bins,media_tempo_s,validos,invalidos
u120_02.txt,46,16,2,20,47,47,47,0.09989,100,0
u120_02.txt,46,16,2,35,47,47,47,0.10594,100,0
u120_02.txt,46,16,2,50,46.99,46,47,0.11581,100,0
u120_02.txt,46,16,2,60,47,47,47,0.12151,100,0
u120_02.txt,46,16,2,70,47,47,47,0.12692,100,0
u120_02.txt,46,16,2,80,47,47,47,0.1364,100,0
u120_02.txt,46,16,2,90,47,47,47,0.14489,100,0
u120_02.txt,46,16,3,20,47,47,47,0.09954,100,0
u120_02.txt,46,16,3,35,47,47,47,0.10726,100,0
u120_02.txt,46,16,3,50,46.99,46,47,0.11724,100,0
u120_02.txt,46,16,3,60,47,47,47,0.12374,100,0
u120_02.txt,46,16,3,70,47,47,47,0.1274,100,0
u120_02.txt,46,16,3,80,47,47,47,0.135,100,0
u120_02.txt,46,16,3,90,47,47,47,0.14636,100,0
u120_02.txt,46,16,4,20,47,47,47,0.10028,100,0
u120_02.txt,46,16,4,35,47,47,47,0.10708,100,0
u120_02.txt,46,16,4,50,47,47,47,0.11427,100,0
u120_02.txt,46,16,4,60,47,47,47,0.11782,100,0
u120_02.txt,46,16,4,70,47,47,47,0.12313,100,0
u120_02.txt,46,16,4,80,47,47,47,0.13192,100,0
u120_02.txt,46,16,4,90,47,47,47,0.13924,100,0
u120_02.txt,46,16,5,20,47,47,47,0.09675,100,0
u120_02.txt,46,16,5,35,47,47,47,0.10407,100,0
u120_02.txt,46,16,5,50,46.99,46,47,0.1139,100,0
u120_02.txt,46,16,5,60,47,47,47,0.11792,100,0
u120_02.txt,46,16,5,70,47,47,47,0.12181,100,0
u120_02.txt,46,16,5,80,47,47,47,0.13169,100,0
u120_02.txt,46,16,5,90,47,47,47,0.13759,100,0
u120_02.txt,46,16,6,20,47,47,47,0.09648,100,0
u120_02.txt,46,16,6,35,47,47,47,0.10398,100,0
u120_02.txt,46,16,6,50,47,47,47,0.11216,100,0
u120_02.txt,46,16,6,60,47,47,47,0.11684,100,0
u120_02.txt,46,16,6,70,47,47,47,0.12155,100,0
u120_02.txt,46,16,6,80,47,47,47,0.13255,100,0
u120_02.txt,46,16,6,90,47,47,47,0.13654,100,0
u120_02.txt,46,16,8,20,47,47,47,0.09611,100,0
u120_02.txt,46,16,8,35,47,47,47,0.10291,100,0
u120_02.txt,46,16,8,50,47,47,47,0.11148,100,0
u120_02.txt,46,16,8,60,47,47,47,0.1163,100,0
u120_02.txt,46,16,8,70,47,47,47,0.12059,100,0
u120_02.txt,46,16,8,80,47,47,47,0.12939,100,0
u120_02.txt,46,16,8,90,47,47,47,0.13649,100,0
u120_02.txt,46,16,10,20,47,47,47,0.09596,100,0
u120_02.txt,46,16,10,35,47,47,47,0.10318,100,0
u120_02.txt,46,16,10,50,47,47,47,0.11372,100,0
u120_02.txt,46,16,10,60,47,47,47,0.11673,100,0
u120_02.txt,46,16,10,70,47,47,47,0.12148,100,0
u120_02.txt,46,16,10,80,46.98,46,47,0.13155,100,0
u120_02.txt,46,16,10,90,47,47,47,0.13718,100,0
u120_02.txt,46,20,2,20,47,47,47,0.1206,100,0
u120_02.txt,46,20,2,35,47,47,47,0.12871,100,0
u120_02.txt,46,20,2,50,47,47,47,0.13983,100,0
u120_02.txt,46,20,2,60,47,47,47,0.14697,100,0
u120_02.txt,46,20,2,70,47,47,47,0.15525,100,0
u120_02.txt,46,20,2,80,47,47,47,0.17127,100,0
u120_02.txt,46,20,2,90,46.99,46,47,0.18242,100,0
u120_02.txt,46,20,3,20,47,47,47,0.12452,100,0
u120_02.txt,46,20,3,35,47,47,47,0.13409,100,0
u120_02.txt,46,20,3,50,47,47,47,0.14618,100,0
u120_02.txt,46,20,3,60,47,47,47,0.1511,100,0
u120_02.txt,46,20,3,70,47,47,47,0.15604,100,0
u120_02.txt,46,20,3,80,47,47,47,0.1696,100,0
u120_02.txt,46,20,3,90,47,47,47,0.17661,100,0
u120_02.txt,46,20,4,20,47,47,47,0.12194,100,0
u120_02.txt,46,20,4,35,47,47,47,0.12997,100,0
u120_02.txt,46,20,4,50,46.99,46,47,0.14038,100,0
u120_02.txt,46,20,4,60,47,47,47,0.14604,100,0
u120_02.txt,46,20,4,70,47,47,47,0.15226,100,0
u120_02.txt,46,20,4,80,47,47,47,0.16478,100,0
u120_02.txt,46,20,4,90,47,47,47,0.17322,100,0
u120_02.txt,46,20,5,20,47,47,47,0.12079,100,0
u120_02.txt,46,20,5,35,47,47,47,0.1292,100,0
u120_02.txt,46,20,5,50,47,47,47,0.14058,100,0
u120_02.txt,46,20,5,60,47,47,47,0.14775,100,0
u120_02.txt,46,20,5,70,47,47,47,0.15129,100,0
u120_02.txt,46,20,5,80,47,47,47,0.16442,100,0
u120_02.txt,46,20,5,90,47,47,47,0.17338,100,0
u120_02.txt,46,20,6,20,47,47,47,0.12202,100,0
u120_02.txt,46,20,6,35,47,47,47,0.13256,100,0
u120_02.txt,46,20,6,50,46.99,46,47,0.14273,100,0
u120_02.txt,46,20,6,60,47,47,47,0.14766,100,0
u120_02.txt,46,20,6,70,47,47,47,0.15364,100,0
u120_02.txt,46,20,6,80,47,47,47,0.16505,100,0
u120_02.txt,46,20,6,90,47,47,47,0.17525,100,0
u120_02.txt,46,20,8,20,47,47,47,0.12188,100,0
u120_02.txt,46,20,8,35,47,47,47,0.12938,100,0
u120_02.txt,46,20,8,50,47,47,47,0.14027,100,0
u120_02.txt,46,20,8,60,47,47,47,0.14713,100,0
u120_02.txt,46,20,8,70,46.99,46,47,0.15207,100,0
u120_02.txt,46,20,8,80,46.99,46,47,0.16407,100,0
u120_02.txt,46,20,8,90,47,47,47,0.1725,100,0
u120_02.txt,46,20,10,20,47,47,47,0.12148,100,0
u120_02.txt,46,20,10,35,47,47,47,0.12914,100,0
u120_02.txt,46,20,10,50,46.99,46,47,0.14099,100,0
u120_02.txt,46,20,10,60,47,47,47,0.14582,100,0
u120_02.txt,46,20,10,70,47,47,47,0.15158,100,0
u120_02.txt,46,20,10,80,46.99,46,47,0.16332,100,0
u120_02.txt,46,20,10,90,47,47,47,0.17205,100,0
u120_02.txt,46,30,2,20,47,47,47,0.18158,100,0
u120_02.txt,46,30,2,35,47,47,47,0.19332,100,0
u120_02.txt,46,30,2,50,47,47,47,0.20956,100,0
u120_02.txt,46,30,2,60,47,47,47,0.22048,100,0
u120_02.txt,46,30,2,70,47,47,47,0.23403,100,0
u120_02.txt,46,30,2,80,46.99,46,47,0.25701,100,0
u120_02.txt,46,30,2,90,46.99,46,47,0.27116,100,0
u120_02.txt,46,30,3,20,47,47,47,0.18844,100,0
u120_02.txt,46,30,3,35,47,47,47,0.2,100,0
u120_02.txt,46,30,3,50,46.99,46,47,0.21374,100,0
u120_02.txt,46,30,3,60,47,47,47,0.22116,100,0
u120_02.txt,46,30,3,70,47,47,47,0.22943,100,0
u120_02.txt,46,30,3,80,47,47,47,0.24698,100,0
u120_02.txt,46,30,3,90,47,47,47,0.2612,100,0
u120_02.txt,46,30,4,20,47,47,47,0.18052,100,0
u120_02.txt,46,30,4,35,47,47,47,0.19454,100,0
u120_02.txt,46,30,4,50,47,47,47,0.21102,100,0
u120_02.txt,46,30,4,60,47,47,47,0.22315,100,0
u120_02.txt,46,30,4,70,47,47,47,0.23136,100,0
u120_02.txt,46,30,4,80,47,47,47,0.24935,100,0
u120_02.txt,46,30,4,90,46.99,46,47,0.26909,100,0
u120_02.txt,46,30,5,20,47,47,47,0.18731,100,0
u120_02.txt,46,30,5,35,47,47,47,0.19851,100,0
u120_02.txt,46,30,5,50,47,47,47,0.21043,100,0
u120_02.txt,46,30,5,60,47,47,47,0.2202,100,0
u120_02.txt,46,30,5,70,47,47,47,0.22768,100,0
u120_02.txt,46,30,5,80,47,47,47,0.24652,100,0
u120_02.txt,46,30,5,90,47,47,47,0.26045,100,0
u120_02.txt,46,30,6,20,47,47,47,0.18187,100,0
u120_02.txt,46,30,6,35,47,47,47,0.19338,100,0
u120_02.txt,46,30,6,50,46.98,46,47,0.21127,100,0
u120_02.txt,46,30,6,60,47,47,47,0.22208,100,0
u120_02.txt,46,30,6,70,47,47,47,0.23029,100,0
u120_02.txt,46,30,6,80,47,47,47,0.25359,100,0
u120_02.txt,46,30,6,90,47,47,47,0.26874,100,0
u120_02.txt,46,30,8,20,47,47,47,0.18779,100,0
u120_02.txt,46,30,8,35,47,47,47,0.19871,100,0
u120_02.txt,46,30,8,50,47,47,47,0.2122,100,0
u120_02.txt,46,30,8,60,47,47,47,0.22147,100,0
u120_02.txt,46,30,8,70,47,47,47,0.22991,100,0
u120_02.txt,46,30,8,80,46.99,46,47,0.24917,100,0
u120_02.txt,46,30,8,90,47,47,47,0.26107,100,0
u120_02.txt,46,30,10,20,47,47,47,0.18296,100,0
u120_02.txt,46,30,10,35,47,47,47,0.1945,100,0
u120_02.txt,46,30,10,50,47,47,47,0.2159,100,0
u120_02.txt,46,30,10,60,47,47,47,0.2224,100,0
u120_02.txt,46,30,10,70,47,47,47,0.23408,100,0
u120_02.txt,46,30,10,80,46.98,46,47,0.25738,100,0
u120_02.txt,46,30,10,90,47,47,47,0.27382,100,0
u120_02.txt,46,40,2,20,47,47,47,0.24551,100,0
u120_02.txt,46,40,2,35,47,47,47,0.26015,100,0
u120_02.txt,46,40,2,50,46.99,46,47,0.28328,100,0
u120_02.txt,46,40,2,60,47,47,47,0.29372,100,0
u120_02.txt,46,40,2,70,47,47,47,0.30496,100,0
u120_02.txt,46,40,2,80,47,47,47,0.33767,100,0
u120_02.txt,46,40,2,90,47,47,47,0.35622,100,0
u120_02.txt,46,40,3,20,47,47,47,0.2503,100,0
u120_02.txt,46,40,3,35,47,47,47,0.26873,100,0
u120_02.txt,46,40,3,50,47,47,47,0.29033,100,0
u120_02.txt,46,40,3,60,47,47,47,0.29839,100,0
u120_02.txt,46,40,3,70,47,47,47,0.30597,100,0
