instancia,otimo,pop_inicial,k,porcentagem,media_bins,melhor_bins,pior_bins,media_tempo_s,validos,invalidos
u250_01.txt,100,16,3,20,101,101,101,1.8111,10,0
u250_01.txt,100,16,3,35,101,101,101,2.0493,10,0
u250_01.txt,100,16,3,50,101.3,101,102,2.8029,10,0
u250_01.txt,100,16,3,70,101.6,101,102,2.7742,10,0
u250_01.txt,100,16,3,90,101.8,101,102,3.128,10,0
u250_01.txt,100,16,5,20,101,101,101,1.9091,10,0
u250_01.txt,100,16,5,35,101.1,101,102,2.1017,10,0
u250_01.txt,100,16,5,50,101.6,101,102,2.297,10,0
u250_01.txt,100,16,5,70,101.6,101,102,2.6107,10,0
u250_01.txt,100,16,5,90,102,102,102,2.9002,10,0
u250_01.txt,100,30,3,20,101,101,101,3.4652,10,0
u250_01.txt,100,30,3,35,101,101,101,3.9063,10,0
u250_01.txt,100,30,3,50,101.1,101,102,4.601,10,0
u250_01.txt,100,30,3,70,101.7,101,102,4.9556,10,0
u250_01.txt,100,30,3,90,101.7,101,102,6.0364,10,0
u250_01.txt,100,30,5,20,101,101,101,3.4967,10,0
u250_01.txt,100,30,5,35,101,101,101,3.9577,10,0
u250_01.txt,100,30,5,50,101.2,101,102,5.1206,10,0
u250_01.txt,100,30,5,70,101.7,101,102,4.9422,10,0
u250_01.txt,100,30,5,90,102,102,102,5.4403,10,0
u250_01.txt,100,60,3,20,101,101,101,6.9169,10,0
u250_01.txt,100,60,3,35,101,101,101,7.7766,10,0
u250_01.txt,100,60,3,50,101,101,101,9.2027,10,0
u250_01.txt,100,60,3,70,101.4,101,102,12.0489,10,0
u250_01.txt,100,60,3,90,101.6,101,102,12.4054,10,0
u250_01.txt,100,60,5,20,101,101,101,6.9831,10,0
u250_01.txt,100,60,5,35,101,101,101,7.7849,10,0
u250_01.txt,100,60,5,50,101,101,101,9.1402,10,0
u250_01.txt,100,60,5,70,101.6,101,102,9.8919,10,0
u250_01.txt,100,60,5,90,101.8,101,102,11.5278,10,0
u250_01.txt,100,100,3,20,101,101,101,11.6992,10,0
u250_01.txt,100,100,3,35,101,101,101,13.1134,10,0
u250_01.txt,100,100,3,50,101,101,101,14.9696,10,0
u250_01.txt,100,100,3,70,101.1,101,102,21.279,10,0
u250_01.txt,100,100,3,90,101.3,101,102,22.6071,10,0
u250_01.txt,100,100,5,20,101,101,101,11.5647,10,0
u250_01.txt,100,100,5,35,101,101,101,13.0904,10,0
u250_01.txt,100,100,5,50,101,101,101,14.8597,10,0
u250_01.txt,100,100,5,70,101.2,101,102,19.3921,10,0
u250_01.txt,100,100,5,90,101.7,101,102,21.6016,10,0
