instancia,otimo,pop_inicial,k,porcentagem,media_bins,melhor_bins,pior_bins,media_tempo_s,validos,invalidos
u1000_01.txt,406,16,3,20,410.5,410,412,26.243,10,0
u1000_01.txt,406,16,3,35,411.4,410,413,28.6028,10,0
u1000_01.txt,406,16,3,50,412.4,411,414,31.9607,10,0
u1000_01.txt,406,16,3,70,413.3,412,415,38.0299,10,0
u1000_01.txt,406,16,3,90,415.1,412,416,44.8543,10,0
u1000_01.txt,406,16,5,20,410.9,410,412,25.4093,10,0
u1000_01.txt,406,16,5,35,411.5,411,412,28.2384,10,0
u1000_01.txt,406,16,5,50,413.1,411,414,31.3176,10,0
u1000_01.txt,406,16,5,70,413.4,413,414,35.8546,10,0
u1000_01.txt,406,16,5,90,415.5,412,416,39.7254,10,0
u1000_01.txt,406,30,3,20,410.1,409,411,46.6018,10,0
u1000_01.txt,406,30,3,35,410.9,410,412,54.1816,10,0
u1000_01.txt,406,30,3,50,411.9,411,412,58.6953,10,0
u1000_01.txt,406,30,3,70,413.2,412,414,69.9895,10,0
u1000_01.txt,406,30,3,90,414.5,412,416,79.6319,10,0
u1000_01.txt,406,30,5,20,410.7,410,411,45.0376,10,0
u1000_01.txt,406,30,5,35,411.7,411,412,52.4293,10,0
u1000_01.txt,406,30,5,50,412.4,411,414,57.1842,10,0
u1000_01.txt,406,30,5,70,413.3,412,415,65.834,10,0
u1000_01.txt,406,30,5,90,415.5,414,416,76.6902,10,0
u1000_01.txt,406,60,3,20,409.3,409,410,104.115,10,0
u1000_01.txt,406,60,3,35,410.8,410,412,112.393,10,0
u1000_01.txt,406,60,3,50,411.3,410,412,119.899,10,0
u1000_01.txt,406,60,3,70,413.3,413,414,143.359,10,0
u1000_01.txt,406,60,3,90,412.6,411,414,182.657,10,0
u1000_01.txt,406,60,5,20,409.8,409,411,98.1136,10,0
u1000_01.txt,406,60,5,35,411.4,411,412,104.97,10,0
u1000_01.txt,406,60,5,50,411.9,411,413,117.953,10,0
u1000_01.txt,406,60,5,70,413,412,414,144.136,10,0
u1000_01.txt,406,60,5,90,414.6,412,416,158.083,10,0
u1000_01.txt,406,100,3,20,409.2,409,410,164.496,10,0
u1000_01.txt,406,100,3,35,410.8,410,411,185.447,10,0
u1000_01.txt,406,100,3,50,410.8,410,411,205.622,10,0
u1000_01.txt,406,100,3,70,412.5,411,414,252.357,10,0
u1000_01.txt,406,100,3,90,412.9,411,414,291.494,10,0
u1000_01.txt,406,100,5,20,409.8,409,411,165.139,10,0
u1000_01.txt,406,100,5,35,411.1,410,412,173.869,10,0
u1000_01.txt,406,100,5,50,411.6,411,413,199.52,10,0
u1000_01.txt,406,100,5,70,413,412,414,231.315,10,0
u1000_01.txt,406,100,5,90,413.7,412,415,300.481,10,0
