instancia,otimo,pop_inicial,k,porcentagem,media_bins,melhor_bins,pior_bins,media_tempo_s,validos,invalidos
u1000_02.txt,411,16,3,20,416,416,416,23.5334,10,0
u1000_02.txt,411,16,3,35,416,416,416,25.1459,10,0
u1000_02.txt,411,16,3,50,416.2,416,417,30.8236,10,0
u1000_02.txt,411,16,3,70,417.6,417,418,37.4516,10,0
u1000_02.txt,411,16,3,90,417.3,417,418,38.8576,10,0
u1000_02.txt,411,16,5,20,416,416,416,22.1709,10,0
u1000_02.txt,411,16,5,35,416,416,416,24.1229,10,0
u1000_02.txt,411,16,5,50,416.2,416,417,28.7185,10,0
u1000_02.txt,411,16,5,70,417.7,417,418,31.8016,10,0
u1000_02.txt,411,16,5,90,417.5,417,418,38.1368,10,0
u1000_02.txt,411,30,3,20,416,416,416,42.989,10,0
u1000_02.txt,411,30,3,35,416,416,416,45.4685,10,0
u1000_02.txt,411,30,3,50,416,416,416,54.6251,10,0
u1000_02.txt,411,30,3,70,417.4,417,418,60.3347,10,0
u1000_02.txt,411,30,3,90,416.9,416,418,74.9157,10,0
u1000_02.txt,411,30,5,20,416,416,416,41.5425,10,0
u1000_02.txt,411,30,5,35,415.9,415,416,49.8602,10,0
u1000_02.txt,411,30,5,50,416,416,416,52.2631,10,0
u1000_02.txt,411,30,5,70,417.3,417,418,73.0467,10,0
u1000_02.txt,411,30,5,90,417.2,417,418,70.3368,10,0
u1000_02.txt,411,60,3,20,416,416,416,83.394,10,0
u1000_02.txt,411,60,3,35,415.9,415,416,92.001,10,0
u1000_02.txt,411,60,3,50,416,416,416,107.445,10,0
u1000_02.txt,411,60,3,70,417.1,417,418,169.475,10,0
u1000_02.txt,411,60,3,90,416.9,416,417,145.38,10,0
u1000_02.txt,411,60,5,20,416,416,416,83.2747,10,0
u1000_02.txt,411,60,5,35,415.9,415,416,98.0021,10,0
u1000_02.txt,411,60,5,50,416,416,416,105.253,10,0
u1000_02.txt,411,60,5,70,417,417,417,131.89,10,0
u1000_02.txt,411,60,5,90,416.8,416,417,150.852,10,0
u1000_02.txt,411,100,3,20,416,416,416,139.039,10,0
u1000_02.txt,411,100,3,35,415.6,415,416,179.766,10,0
u1000_02.txt,411,100,3,50,416,416,416,177.17,10,0
u1000_02.txt,411,100,3,70,417,417,417,235.324,10,0
u1000_02.txt,411,100,3,90,416.5,416,417,251.085,10,0
u1000_02.txt,411,100,5,20,416,416,416,138.975,10,0
u1000_02.txt,411,100,5,35,415.8,415,416,166.655,10,0
u1000_02.txt,411,100,5,50,416,416,416,175.526,10,0
u1000_02.txt,411,100,5,70,417,417,417,219.476,10,0
u1000_02.txt,411,100,5,90,416.5,416,417,236.776,10,0
