instancia,otimo,pop_inicial,k,porcentagem,media_bins,melhor_bins,pior_bins,media_tempo_s,validos,invalidos
u500_02.txt,202,16,3,20,204.6,204,205,6.9703,10,0
u500_02.txt,202,16,3,35,204.9,204,205,8.365,10,0
u500_02.txt,202,16,3,50,205.2,205,206,8.6729,10,0
u500_02.txt,202,16,3,70,206,205,207,9.7192,10,0
u500_02.txt,202,16,3,90,206.6,205,208,11.1841,10,0
u500_02.txt,202,16,5,20,204.8,204,205,6.6202,10,0
u500_02.txt,202,16,5,35,205,205,205,7.4711,10,0
u500_02.txt,202,16,5,50,205.5,205,206,8.1776,10,0
u500_02.txt,202,16,5,70,206,205,207,9.9506,10,0
u500_02.txt,202,16,5,90,206.4,205,207,11.3838,10,0
u500_02.txt,202,30,3,20,204.1,204,205,13.1357,10,0
u500_02.txt,202,30,3,35,204.9,204,205,14.458,10,0
u500_02.txt,202,30,3,50,205.3,205,206,16.0482,10,0
u500_02.txt,202,30,3,70,205.8,205,206,19.3618,10,0
u500_02.txt,202,30,3,90,206.1,205,207,21.893,10,0
u500_02.txt,202,30,5,20,204.4,204,205,12.7075,10,0
u500_02.txt,202,30,5,35,205,205,205,14.1287,10,0
u500_02.txt,202,30,5,50,205.5,205,206,15.5429,10,0
u500_02.txt,202,30,5,70,206,206,206,17.9501,10,0
u500_02.txt,202,30,5,90,206.3,205,207,22.8486,10,0
u500_02.txt,202,60,3,20,204,203,205,26.8671,10,0
u500_02.txt,202,60,3,35,204.4,204,205,37.498,10,0
u500_02.txt,202,60,3,50,204.9,204,205,33.0578,10,0
u500_02.txt,202,60,3,70,205.6,205,206,40.9883,10,0
u500_02.txt,202,60,3,90,205.5,205,207,47.8343,10,0
u500_02.txt,202,60,5,20,204.3,204,205,24.8519,10,0
u500_02.txt,202,60,5,35,205,205,205,27.0818,10,0
u500_02.txt,202,60,5,50,205.1,205,206,32.6931,10,0
u500_02.txt,202,60,5,70,205.4,205,206,39.0888,10,0
u500_02.txt,202,60,5,90,205.8,205,207,43.7264,10,0
u500_02.txt,202,100,3,20,203.9,203,204,47.864,10,0
u500_02.txt,202,100,3,35,204.3,204,205,52.84,10,0
u500_02.txt,202,100,3,50,204.6,204,205,57.7552,10,0
u500_02.txt,202,100,3,70,205.6,204,206,65.8611,10,0
u500_02.txt,202,100,3,90,205.7,205,206,71.4207,10,0
u500_02.txt,202,100,5,20,204,204,204,43.9353,10,0
u500_02.txt,202,100,5,35,204.7,204,205,50.4697,10,0
u500_02.txt,202,100,5,50,205,205,205,51.5167,10,0
u500_02.txt,202,100,5,70,205.3,205,206,62.0134,10,0
u500_02.txt,202,100,5,90,205.5,205,207,76.6371,10,0
